Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,42.036128997802734,75.5989990234375,55.542388916015625,87.35137939453125,23.39933204650879,42.52861936141671,76.33899688720703,56.87141996454091,88.87214599254602,23.999332427978516,41.98193240547774,75.3604965209961,55.506604233545424,87.35137939453125,23.333999633789062,42.203436211859255,76.2249984741211,56.84408375855091,88.77941770236757,23.75,155712400,96176000,42964000,25869100,71961000
2018-02-28,41.972511291503906,75.62249755859375,54.866943359375,86.95263671875,22.87066650390625,42.5616157216928,76.43499755859375,56.04637048168498,88.75159516558875,23.682666778564453,41.956018237174824,75.5999984741211,54.82121995858662,86.82281570451573,22.814666748046875,42.241142767845716,75.97550201416016,55.765553416766714,87.94484422737747,23.504667282104492,151128400,90300000,49292000,31167300,91045500
2018-03-01,41.2373046875,74.67250061035156,53.25113296508789,86.09951782226562,22.062000274658203,42.36367192217282,75.92449951171875,55.23225150557632,87.6944696606065,23.244667053222656,40.685903876338685,73.25,53.04635978276631,85.1629459498047,22.004667282104492,42.071474868825504,75.68000030517578,55.14626891402153,87.15663574773079,23.000667572021484,195208000,136704000,55338000,37135600,103284000
2018-03-02,41.52244186401367,75.01249694824219,53.88384246826172,86.28499603271484,22.341333389282227,41.54364876240569,75.05249786376953,54.020523512211525,86.37772432567381,22.347999572753906,40.636426422479715,72.75050354003906,52.1924861225471,84.25421316575175,21.531333923339844,40.71890248814877,73.45500183105469,52.58363773099638,84.92186819460072,21.798667907714844,153816000,131752000,50162000,32830400,76392000
2018-03-05,41.66617202758789,76.18049621582031,54.41167449951172,86.83207702636719,22.22333335876465,41.8829619856499,76.26899719238281,54.73075998584799,87.41627149872679,22.516666412353516,41.124195334629164,74.05000305175781,53.29387801299163,85.55240991203559,21.952667236328125,41.28678870207752,74.71199798583984,53.58513433661195,85.62658828373029,22.159332275390625,113605600,104678000,28648000,23901600,57357000
2018-03-06,41.63082504272461,76.88200378417969,54.71683883666992,86.53534698486328,21.8799991607666,42.00313941685463,77.10649871826172,54.95193248468045,87.62028266695108,22.424667358398438,41.503580087428105,76.4000015258789,54.39874686988049,86.18297670748058,21.802000045776367,41.9230220896084,76.66000366210938,54.7764825024262,87.4811867161084,22.25,95154000,91234000,23382000,22175800,64285500
2018-03-07,41.24437713623047,77.25,55.41962432861328,87.03607177734375,22.15333366394043,41.43760510612376,77.29499816894531,55.47728100940488,87.11025721378863,22.166667938232422,41.065290692306476,76.12550354003906,54.17061491421941,85.7100371684203,21.44933319091797,41.223170240688404,76.32599639892578,54.31524767441363,86.38696689523267,21.695999145507812,126814000,83482000,30748000,26716100,75109500
2018-03-08,41.694454193115234,77.59300231933594,56.132354736328125,87.56465148925781,21.940000534057617,41.736867984637264,77.74400329589844,56.23473753400784,88.18593874937149,22.219999313354492,41.25380524613253,77.26249694824219,55.526984213425294,86.95263210487289,21.751333236694336,41.350415636468696,77.5,55.526984213425294,87.41628058102596,22.19066619873047,95096400,77252000,33862000,25887800,53493000
2018-03-09,42.41080093383789,78.94450378417969,57.695980072021484,89.52123260498047,21.81133270263672,42.41551477558312,78.9469985961914,57.70393180331851,89.52123260498047,21.89933204650879,41.800489667512856,77.9540023803711,56.37639462402864,88.09319470500742,21.4913330078125,41.934807190193915,78.17500305175781,56.63533970119199,88.36211162201984,21.606666564941406,128740800,90686000,42662000,36937300,82602000
2018-03-12,42.82081985473633,79.91950225830078,57.94895935058594,89.73452758789062,23.034000396728516,42.97869939855477,80.2665023803711,58.55681360527946,90.14254053184827,23.1473331451416,42.46500210036413,79.33499908447266,57.61446337417266,89.05760473964963,21.766666412353516,42.48385027656255,79.62999725341797,57.905219144174936,89.48416051073504,21.907333374023438,128828400,103484000,44306000,26073700,123960000
2018-03-13,42.408447265625,79.40899658203125,56.65571594238281,87.5461196899414,22.78933334350586,43.2402623796114,80.87699890136719,58.548864981866465,90.17036501872127,23.1473331451416,42.2364297899041,78.90049743652344,56.390309380649626,87.13810671562693,21.766666412353516,43.02582751794374,80.7979965209961,58.24220194236929,89.94781570305663,21.907333374023438,126774000,130638000,43140000,35387800,89487000
2018-03-14,42.04790496826172,79.55000305175781,57.1020393371582,87.02684020996094,21.775333404541016,42.538040129264736,80.3219985961914,57.64229821120022,88.47342864287606,22.65399932861328,41.8994495486271,79.54450225830078,56.776989111211506,86.70228760712348,21.595333099365234,42.490912509008226,79.8499984741211,56.94846134342193,88.204511607749,22.450666427612305,117473600,85188000,41870000,32132000,119511000
2018-03-15,42.09740447998047,79.11599731445312,57.187522888183594,87.33281707763672,21.706666946411133,42.47207765994189,79.84549713134766,57.77848018486501,87.70373723029293,22.190000534057617,41.96073540547845,78.90550231933594,56.44448163437811,86.08096775279628,21.406667709350586,42.0620596496107,79.75,57.135834743481716,86.73007271390955,21.958667755126953,90975200,81394000,33382000,27611000,98472000
